Input Term,Best Match,URI,Similarity Score
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002548 adults,obsolete adult human,http://purl.obolibrary.org/obo/UBERON_0011942,0.4485
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002548 caterpillar,caterpillar stage,http://purl.obolibrary.org/obo/UBERON_0014864,0.6338
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002548 juv.,taxicab,http://purl.obolibrary.org/obo/ENVO_01000612,0.4231
adults,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.6245
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002548 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7224
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002548 larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.6597
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002548 plerocercoid,plerome,http://purl.obolibrary.org/obo/PO_0008035,0.4721
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002548 procercoid,procoracoid element,http://purl.obolibrary.org/obo/UBERON_0011248,0.4130
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002548 recruits,military training area,http://purl.obolibrary.org/obo/ENVO_00000561,0.3867
juv.,vacuole,http://purl.obolibrary.org/obo/GO_0005773,0.4429
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002549 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7161
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002550 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7194
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002551 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7279
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002552 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7154
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002553 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7032
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002554 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7290
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002555 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7371
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002556 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7146
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002557 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7285
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002558 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7313
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002559 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7270
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002560 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7357
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002561 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7064
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002562 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7256
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002563 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6989
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002564 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6901
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002565 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7230
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002566 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7459
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002567 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7113
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002568 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7193
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002569 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7041
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002570 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7208
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002571 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7007
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002572 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7268
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002573 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6944
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002574 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6935
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002575 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7149
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002576 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7164
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002577 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7080
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002578 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7175
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002579 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6995
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002580 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7126
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002581 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7141
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002582 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7331
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002583 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7091
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002584 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7053
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002585 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7346
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002586 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7125
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002587 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7175
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002588 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7237
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002589 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7084
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002590 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7212
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002591 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6952
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002592 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7227
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002593 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6888
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002594 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6884
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002595 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6970
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002596 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7118
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002597 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7024
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002598 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7126
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002599 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6933
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002600 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7465
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002601 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7317
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002602 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7479
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002603 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7273
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002604 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7389
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002605 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7373
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002606 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7509
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002607 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7392
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002608 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7453
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002609 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7312
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002610 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7422
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002611 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7395
http:,site,http://purl.obolibrary.org/obo/BFO_0000029,0.4672
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
obo,obclavate,http://purl.obolibrary.org/obo/PATO_0002213,0.6144
UBERON_0002612 larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7513
