Input Term,Best Match,URI,Similarity Score
no:match Rhizoctonia anamorph,rhizome,http://purl.obolibrary.org/obo/PO_0004542,0.7160
no:match Rhizosphaera coelomycetous anamorph,rhizome internode,http://purl.obolibrary.org/obo/PO_0025204,0.6215
no:match Rhodesia coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.4694
no:match Rhodesiopsis coelomycetous anamorph,Saccharomycetaceae,http://purl.obolibrary.org/obo/NCBITaxon_4893,0.5011
no:match Rhynchosporium coelomycetous anamorph,protosporangium endothecium,http://purl.obolibrary.org/obo/PO_0030085,0.5431
no:match Roscoepoundia coelomycetous anamorph,Batrachoidaria,http://purl.obolibrary.org/obo/NCBITaxon_1489874,0.5295
no:match rot hole,sinkhole,http://purl.obolibrary.org/obo/ENVO_00000195,0.4649
no:match Rutola dematiaceous anamorph,diastema,http://purl.obolibrary.org/obo/UBERON_0012111,0.4576
no:match sapling,xylem sap,http://purl.obolibrary.org/obo/PO_0025539,0.4145
no:match sapling (especially),xylem sap,http://purl.obolibrary.org/obo/PO_0025539,0.4048
no:match Sarcophoma coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5420
no:match Sarcopodium anamorph,pseudopodium,http://purl.obolibrary.org/obo/GO_0031143,0.5621
no:match Sarcopodium dematiaceous anamorph,pseudopodium,http://purl.obolibrary.org/obo/GO_0031143,0.5568
no:match sawdust,dust,http://purl.obolibrary.org/obo/ENVO_00002008,0.4305
no:match sawdust mulch,wood dust,http://purl.obolibrary.org/obo/ENVO_03510000,0.4903
no:match scarabaeform larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6446
no:match schizont,scute,http://purl.obolibrary.org/obo/UBERON_0008201,0.4492
no:match Schizothyrella coelomycetous anamorph,Schizosaccharomycetales,http://purl.obolibrary.org/obo/NCBITaxon_34346,0.6316
no:match SCL,marl,http://purl.obolibrary.org/obo/ENVO_01000853,0.4720
no:match Sclerococcum anamorph,sclerotome,http://purl.obolibrary.org/obo/UBERON_0003089,0.4956
no:match Sclerococcum dematiaceous anamorph,insect sclerite,http://purl.obolibrary.org/obo/UBERON_6004475,0.4934
no:match Scleroconidioma anamorph,sclerenchyma,http://purl.obolibrary.org/obo/PO_0005427,0.5318
no:match Sclerophoma coelomycetous anamorph,Homoscleromorpha,http://purl.obolibrary.org/obo/NCBITaxon_80999,0.5586
no:match sclerotium,obsolete sclerite,http://purl.obolibrary.org/obo/UBERON_0003148,0.5540
no:match Sclerotium anamorph,obsolete sclerite,http://purl.obolibrary.org/obo/UBERON_0003148,0.4959
no:match Scolecobasidium anamorph,antheridium,http://purl.obolibrary.org/obo/PO_0025125,0.5244
no:match Scolecosporiella coelomycetous anamorph,Coelacanthiformes,http://purl.obolibrary.org/obo/NCBITaxon_7894,0.5810
no:match Scolicosporium coelomycetous anamorph,Fungi,http://purl.obolibrary.org/obo/NCBITaxon_4751,0.5809
no:match Scopulariopsis anamorph,Elopomorpha,http://purl.obolibrary.org/obo/NCBITaxon_32521,0.5133
no:match Scopulariopsis dematiaceous anamorph,Bacillariophyta,http://purl.obolibrary.org/obo/NCBITaxon_2836,0.5143
no:match second generation larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7019
no:match seed (germinating),seed germination stage,http://purl.obolibrary.org/obo/PO_0007057,0.6708
no:match seedling especially,seedling,http://purl.obolibrary.org/obo/PO_0008037,0.6272
no:match Seimatosporium coelomycetous anamorph,Saccharomycetaceae,http://purl.obolibrary.org/obo/NCBITaxon_4893,0.5348
no:match Seiridium coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5322
no:match Selenophoma coelomycetous anamorph,Elasmobranchii,http://purl.obolibrary.org/obo/NCBITaxon_7778,0.5585
no:match Selenosporella dematiaceous anamorph,neuropore,http://purl.obolibrary.org/obo/UBERON_0005077,0.4993
no:match Sepedonium anamorph,archegonium,http://purl.obolibrary.org/obo/PO_0025126,0.5408
no:match Septocylindrium anamorph,intercalarium,http://purl.obolibrary.org/obo/UBERON_2000525,0.4942
no:match Septocyta coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5659
no:match Septofusidium anamorph,antheridium,http://purl.obolibrary.org/obo/PO_0025125,0.5706
no:match Septogloeum coelomycetous anamorph,protophloem,http://purl.obolibrary.org/obo/PO_0006077,0.5859
no:match Septonema dematiaceous anamorph,septum,http://purl.obolibrary.org/obo/UBERON_0003037,0.5017
no:match Septoria anamorph,diastema,http://purl.obolibrary.org/obo/UBERON_0012111,0.4130
no:match septoria coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5077
no:match Septoria coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5077
no:match Septoriella coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5601
no:match Septosporium dematiaceous anamorph,orbitosphenoid septum,http://purl.obolibrary.org/obo/UBERON_2002120,0.5225
no:match Septotinia anamorph,Musteloidea,http://purl.obolibrary.org/obo/NCBITaxon_3072906,0.4403
no:match Septotrullula dematiaceous anamorph,urorectal septum,http://purl.obolibrary.org/obo/UBERON_0005760,0.5602
no:match Sesquicillium anamorph,amphithecium,http://purl.obolibrary.org/obo/PO_0030084,0.5203
no:match sexual female,female genotypic sex,http://purl.obolibrary.org/obo/PATO_0020002,0.5425
no:match sexual larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6762
no:match shoot (young),young,http://purl.obolibrary.org/obo/PATO_0000309,0.5057
no:match shrew-infecting,disinfectant,http://purl.obolibrary.org/obo/CHEBI_48219,0.4313
no:match Sigmoidea anamorph,sigmoid,http://purl.obolibrary.org/obo/PATO_0001878,0.6447
no:match silage,silage,http://purl.obolibrary.org/obo/ENVO_00003030,0.7233
no:match Sirexcipula coelomycetous anamorph,Elasmobranchii,http://purl.obolibrary.org/obo/NCBITaxon_7778,0.4794
no:match Sirococcus coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5116
no:match Sirothyriella coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5355
no:match Sirozythiella coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5083
no:match sisal-rope boat fender,keel-shaped,http://purl.obolibrary.org/obo/PATO_0002522,0.4172
no:match sistens nymph,nymph stage,http://purl.obolibrary.org/obo/UBERON_0014405,0.4999
no:match small,size,http://purl.obolibrary.org/obo/PATO_0000117,0.4811
no:match small species,single-species collection of organisms,http://purl.obolibrary.org/obo/PCO_0000018,0.5366
no:match soil near nest,bare soil,http://purl.obolibrary.org/obo/ENVO_01001616,0.5549
no:match sori,sorus,http://purl.obolibrary.org/obo/PO_0025359,0.4717
no:match sorus,sorus,http://purl.obolibrary.org/obo/PO_0025359,0.7240
no:match Spadicoides dematiaceous anamorph,diatomaceous earth,http://purl.obolibrary.org/obo/CHEBI_82661,0.5230
no:match spat,spatulate,http://purl.obolibrary.org/obo/PATO_0001937,0.5640
no:match spermatium,spermathecum,http://purl.obolibrary.org/obo/UBERON_0000994,0.6796
no:match spermogone,sperm competition,http://purl.obolibrary.org/obo/GO_0046692,0.6061
no:match Spermospora anamorph,spermathecum,http://purl.obolibrary.org/obo/UBERON_0000994,0.5934
no:match Spermosporina anamorph,spermaceti,http://purl.obolibrary.org/obo/UBERON_0009755,0.5945
no:match Sphacelia anamorph,Elopomorpha,http://purl.obolibrary.org/obo/NCBITaxon_32521,0.5329
no:match Sphacelium anamorph,splanchnocranium,http://purl.obolibrary.org/obo/UBERON_0008895,0.5087
no:match Sphaceloma anamorph,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.5133
no:match Sphaceloma coelomycetous anamorph,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.5708
no:match Sphaerellopsis coelomycetous anamorph,Saccharomycetaceae,http://purl.obolibrary.org/obo/NCBITaxon_4893,0.6102
no:match Sphaeridium  anamorph,nephridium,http://purl.obolibrary.org/obo/UBERON_0006972,0.5708
no:match Sphaeridium anamorph,nephridium,http://purl.obolibrary.org/obo/UBERON_0006972,0.5708
no:match Sphaeronaema coelomycetous anamorph,Atherinomorphae,http://purl.obolibrary.org/obo/NCBITaxon_1489913,0.5364
no:match Sphaeropsis coelomycetous anamorph,Schizosaccharomyces,http://purl.obolibrary.org/obo/NCBITaxon_4895,0.5753
no:match Sphaerothyrium coelomycetous anamorph,Saccharomycetaceae,http://purl.obolibrary.org/obo/NCBITaxon_4893,0.5790
no:match spider prey,spider web,http://purl.obolibrary.org/obo/ENVO_02000175,0.5997
no:match Spilocaea dematiaceous anamorph,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.5501
no:match Spilocea anamorph,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.4810
no:match Spirosphaera anamorph,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.4756
no:match Spondylocladiella dematiaceous anamorph,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.5374
no:match Spondylocladiopsis dematiaceous anamorph,Bacillariophyta,http://purl.obolibrary.org/obo/NCBITaxon_2836,0.5159
no:match sporangia,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.5499
no:match sporangial sorus,sorus,http://purl.obolibrary.org/obo/PO_0025359,0.5951
no:match spore,plant spore,http://purl.obolibrary.org/obo/PO_0025017,0.5921
no:match spore mass,plant spore,http://purl.obolibrary.org/obo/PO_0025017,0.5942
no:match Sporendonema anamorph,Elopomorpha,http://purl.obolibrary.org/obo/NCBITaxon_32521,0.4783
no:match spores,plant spore,http://purl.obolibrary.org/obo/PO_0025017,0.5311
no:match Sporidesmiella dematiaceous anamorph,sporangium locule,http://purl.obolibrary.org/obo/PO_0025265,0.5010
no:match Sporidesmium anamorphSporidesmium dematiaceous anamorph,cadmium atom,http://purl.obolibrary.org/obo/CHEBI_22977,0.5966
no:match Sporidesmium dematiaceous anamorph,elemental barium,http://purl.obolibrary.org/obo/CHEBI_37134,0.5580
no:match sporocarp,sporophyll,http://purl.obolibrary.org/obo/PO_0009026,0.5106
no:match Sporochisma dematiaceous anamorph,sporangium,http://purl.obolibrary.org/obo/PO_0025094,0.5226
no:match sporocyst,sporocyte,http://purl.obolibrary.org/obo/PO_0006204,0.4874
no:match sporodochium,sporangium,http://purl.obolibrary.org/obo/PO_0025094,0.5994
no:match Sporonema coelomycetous anamorph,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.5876
no:match sporont,sporophyll,http://purl.obolibrary.org/obo/PO_0009026,0.5157
no:match Sporoschisma dematiaceous anamorph,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.5452
no:match Sporotrichum anamorph,sporangium theca,http://purl.obolibrary.org/obo/PO_0030041,0.5311
no:match sporozoite,sporocyte,http://purl.obolibrary.org/obo/PO_0006204,0.5605
no:match sprouting,misrouted,http://purl.obolibrary.org/obo/PATO_0000629,0.4004
no:match stable waste,waste role,http://purl.obolibrary.org/obo/ENVO_01000665,0.5906
no:match Stachybotrys dematiaceous anamorph,stomodeum,http://purl.obolibrary.org/obo/UBERON_0000930,0.4780
no:match Stachylidium dematiaceous anamorph,antheridium stalk,http://purl.obolibrary.org/obo/PO_0030035,0.5659
no:match stage 1,fully formed stage,http://purl.obolibrary.org/obo/UBERON_0000066,0.5096
no:match Stagonospora coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5608
no:match Stagonosporopsis coelomycetous anamorph,Saccharomycetaceae,http://purl.obolibrary.org/obo/NCBITaxon_4893,0.6043
no:match Stagonostroma coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5625
no:match standing tree,forest,http://purl.obolibrary.org/obo/ENVO_01001243,0.4691
no:match Stegonsporium coelomycetous anamorph,protosporangium endothecium,http://purl.obolibrary.org/obo/PO_0030085,0.5527
no:match stem,stem,http://purl.obolibrary.org/obo/PO_0009047,0.7316
no:match Stemmaria anamorph,stemma,http://purl.obolibrary.org/obo/UBERON_0000046,0.5498
no:match Stemphylium anamorph,Euphyllophyta,http://purl.obolibrary.org/obo/NCBITaxon_78536,0.5062
no:match Stemphylium  dematiaceous anamorph,mesothelium of diaphragm,http://purl.obolibrary.org/obo/UBERON_0003389,0.5440
no:match Stemphylium dematiaceous anamorph,mesothelium of diaphragm,http://purl.obolibrary.org/obo/UBERON_0003389,0.5440
no:match Stenella anamorph,solfatara,http://purl.obolibrary.org/obo/ENVO_00000217,0.4409
no:match Stenella dematiaceous anamorph,Pancrustacea,http://purl.obolibrary.org/obo/NCBITaxon_197562,0.4575
no:match Stephanoma anamorph,stephanion,http://purl.obolibrary.org/obo/UBERON_0013459,0.5417
no:match Sterigmabotrys dematiaceous anamorph,Amphioxiformes,http://purl.obolibrary.org/obo/NCBITaxon_2682553,0.4617
no:match Stigmina anamorph,Struthioniformes,http://purl.obolibrary.org/obo/NCBITaxon_8798,0.4719
no:match Stigmina dematiaceous anamorph,postsylvian sulcus,http://purl.obolibrary.org/obo/UBERON_0013591,0.4833
no:match Stilbella anamorph,Anabaena,http://purl.obolibrary.org/obo/NCBITaxon_1163,0.4310
no:match Stilbospora coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5341
no:match Stilbum anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.3979
no:match stipe,stipel,http://purl.obolibrary.org/obo/PO_0020051,0.6268
no:match storage area,manure storage space,http://purl.obolibrary.org/obo/ENVO_01001115,0.5564
no:match Strasseria coelomycetous anamorph,stomodeum,http://purl.obolibrary.org/obo/UBERON_0000930,0.5341
no:match straw,straw,http://purl.obolibrary.org/obo/ENVO_00003869,0.7445
no:match stroma,stroma,http://purl.obolibrary.org/obo/UBERON_0003891,0.7425
no:match Stroma,stroma,http://purl.obolibrary.org/obo/UBERON_0003891,0.7425
no:match stroma (germinating),stroma,http://purl.obolibrary.org/obo/UBERON_0003891,0.6109
no:match stroma (rudimentary),stroma,http://purl.obolibrary.org/obo/UBERON_0003891,0.7069
no:match stromatal crust,continental crust,http://purl.obolibrary.org/obo/ENVO_01000748,0.5583
no:match stromatal strand,strand of hair,http://purl.obolibrary.org/obo/UBERON_0001037,0.5048
no:match stromatic strand,chromatic property,http://purl.obolibrary.org/obo/PATO_0001301,0.5893
no:match structural timber,lumber production process,http://purl.obolibrary.org/obo/ENVO_01001223,0.5686
no:match stubble,beard,http://purl.obolibrary.org/obo/UBERON_0010167,0.5674
no:match stump,root cap,http://purl.obolibrary.org/obo/PO_0020123,0.4050
no:match stump,root cap,http://purl.obolibrary.org/obo/PO_0020123,0.4050
log,tail,http://purl.obolibrary.org/obo/UBERON_0002415,0.4509
no:match stunted,paired fin,http://purl.obolibrary.org/obo/UBERON_0002534,0.3754
no:match stunted or damaged trees,forest biome,http://purl.obolibrary.org/obo/ENVO_01000174,0.5155
no:match Stylopage anamorph,stylopod,http://purl.obolibrary.org/obo/UBERON_0002472,0.5238
no:match subadult,subdermal,http://purl.obolibrary.org/obo/PATO_0002438,0.4443
no:match subadult,subdermal,http://purl.obolibrary.org/obo/PATO_0002438,0.4443
adult,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.7024
no:match Subramaniomyces dematiaceous anamorph,anaplastic,http://purl.obolibrary.org/obo/PATO_0002092,0.4867
no:match Subulispora anamorph,Elopomorpha,http://purl.obolibrary.org/obo/NCBITaxon_32521,0.4817
no:match Subulispora dematiaceous anamorph,subhyoideus,http://purl.obolibrary.org/obo/UBERON_3010657,0.4966
no:match summer generation larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6577
no:match Suttoniella coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.4990
no:match Symphyosira anamorph,symphysis,http://purl.obolibrary.org/obo/UBERON_0002216,0.5653
no:match Sympodiella dematiaceous anamorph,Anabaena,http://purl.obolibrary.org/obo/NCBITaxon_1163,0.5110
no:match Syngliocladium anamorph,synsacrum,http://purl.obolibrary.org/obo/UBERON_0007805,0.5216
no:match Taeniolella dematiaceous anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.4729
no:match Taeniolina anamorph,Mytilinae,http://purl.obolibrary.org/obo/NCBITaxon_301959,0.4350
no:match Taeniolina dematiaceous anamorph,Taeniidae,http://purl.obolibrary.org/obo/NCBITaxon_6208,0.4736
no:match tan,shaded,http://purl.obolibrary.org/obo/PATO_0040029,0.4668
no:match tapeworm,microsporangium tapetum,http://purl.obolibrary.org/obo/PO_0025314,0.4951
no:match teleomorph,Teleostei,http://purl.obolibrary.org/obo/NCBITaxon_32443,0.6210
no:match teliosorus,Teleostomi,http://purl.obolibrary.org/obo/NCBITaxon_117570,0.5202
no:match telium?,Teleostei,http://purl.obolibrary.org/obo/NCBITaxon_32443,0.4719
no:match temporary,permanent,http://purl.obolibrary.org/obo/PATO_0002293,0.4326
during nest founding,nest of bird,http://purl.obolibrary.org/obo/ENVO_00005805,0.6006
no:match teneral,tenement,http://purl.obolibrary.org/obo/ENVO_03501279,0.4290
no:match Teratosperma anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.4407
no:match tetracotyle cyst,chalazal cyst,http://purl.obolibrary.org/obo/PO_0000201,0.5621
no:match tetracotyle larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6810
no:match Tetraploa dematiaceous anamorph,tetrarch protoxylem,http://purl.obolibrary.org/obo/PO_0025561,0.5098
no:match Tetraposporium dematiaceous anamorph,protosporangium endothecium,http://purl.obolibrary.org/obo/PO_0030085,0.5453
no:match Thallomicrosporon anamorph,thallium,http://purl.obolibrary.org/obo/CHEBI_30440,0.5371
no:match thallus,thallus,http://purl.obolibrary.org/obo/PO_0030027,0.6778
no:match thatch,thatch,http://purl.obolibrary.org/obo/ENVO_01000473,0.5709
no:match Thecaphorella anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.5063
no:match Thedgonia anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.4947
no:match Thegdonia anamorph,Anabaena,http://purl.obolibrary.org/obo/NCBITaxon_1163,0.5230
no:match Thielaviopsis dematiaceous anamorph,Bacillariophyta,http://purl.obolibrary.org/obo/NCBITaxon_2836,0.5060
no:match third stage larva,third instar larva stage,http://purl.obolibrary.org/obo/UBERON_8000002,0.7392
no:match thyriothecium,thymocyte,http://purl.obolibrary.org/obo/CL_0000893,0.6376
no:match Thyrostromella dematiaceous anamorph,thyro-arytenoid,http://purl.obolibrary.org/obo/UBERON_0008576,0.5407
no:match Thysanophora dematiaceous anamorph,Sophophora,http://purl.obolibrary.org/obo/NCBITaxon_32341,0.5509
no:match Tiarospora coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5283
no:match Tiarosporella coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5245
no:match Tichothecium anamorph,tibiofibula,http://purl.obolibrary.org/obo/UBERON_0006714,0.5104
no:match Tilachlidium anamorph,nephridium,http://purl.obolibrary.org/obo/UBERON_0006972,0.4667
no:match timber,lumber production process,http://purl.obolibrary.org/obo/ENVO_01001223,0.5170
no:match Titaeospora coelomycetous anamorph,tibiofibula,http://purl.obolibrary.org/obo/UBERON_0006714,0.5078
no:match TL,tmema,http://purl.obolibrary.org/obo/PO_0030061,0.4188
no:match toadstool,Pipoidea,http://purl.obolibrary.org/obo/NCBITaxon_30319,0.4049
no:match Tolypocladium anamorph,androecium,http://purl.obolibrary.org/obo/PO_0009061,0.5207
no:match tomite,diatomite,http://purl.obolibrary.org/obo/ENVO_01000962,0.3543
no:match tomont,moonmoon,http://purl.obolibrary.org/obo/ENVO_01001494,0.3535
no:match Topospora coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5139
no:match Torula dematiaceous anamorph,postsylvian sulcus,http://purl.obolibrary.org/obo/UBERON_0013591,0.4656
no:match trampled,pitfall trap,http://purl.obolibrary.org/obo/ENVO_01000976,0.4487
stunted,waisted,http://purl.obolibrary.org/obo/PATO_0002431,0.5036
no:match tree,biliary tree,http://purl.obolibrary.org/obo/UBERON_0001173,0.4461
no:match tree (at least 8m in height),high-elevation forest,http://purl.obolibrary.org/obo/ENVO_01000435,0.4328
no:match tree (esp. young),biliary tree,http://purl.obolibrary.org/obo/UBERON_0001173,0.4409
no:match trees and shrubs,forest biome,http://purl.obolibrary.org/obo/ENVO_01000174,0.5702
no:match tree (young),biliary tree,http://purl.obolibrary.org/obo/UBERON_0001173,0.4537
no:match Triadelphia dematiaceous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.4652
no:match tricellula,trichome cell,http://purl.obolibrary.org/obo/PO_0008030,0.5102
no:match Trichocladium dematiaceous anamorph,Trichodesmium,http://purl.obolibrary.org/obo/NCBITaxon_1205,0.5528
no:match Trichoconis anamorph,trichome,http://purl.obolibrary.org/obo/PO_0000282,0.6192
no:match Trichoderma anamorph,trichome,http://purl.obolibrary.org/obo/PO_0000282,0.5832
no:match Trichoderma dematiaceous anamorph,trichome apex,http://purl.obolibrary.org/obo/PO_0025550,0.5891
no:match Trichothecium anamorph,trichome,http://purl.obolibrary.org/obo/PO_0000282,0.5955
no:match Tricladium anamorph,trichome apex,http://purl.obolibrary.org/obo/PO_0025550,0.4909
no:match Tridentaria anamorph,Pteriomorphia,http://purl.obolibrary.org/obo/NCBITaxon_6545,0.4401
no:match Trimmatostroma dematiaceous anamorph,collagen type I trimer,http://purl.obolibrary.org/obo/GO_0005584,0.4598
no:match Tripospermum dematiaceous anamorph,diatomaceous earth,http://purl.obolibrary.org/obo/CHEBI_82661,0.4192
no:match Triposporium dematiaceous anamorph,archesporium,http://purl.obolibrary.org/obo/PO_0030074,0.5200
no:match Trisulcosporium dematiaceous anamorph,archesporium,http://purl.obolibrary.org/obo/PO_0030074,0.5151
no:match Tritirachium anamorph,trichome,http://purl.obolibrary.org/obo/PO_0000282,0.5393
no:match triungulin larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6534
no:match trochophore larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6804
no:match trophozoite,trophosome,http://purl.obolibrary.org/obo/UBERON_0012644,0.5900
no:match Troposporella anamorph,trophosome,http://purl.obolibrary.org/obo/UBERON_0012644,0.5410
no:match Troposporella dematiaceous anamorph,trophosome,http://purl.obolibrary.org/obo/UBERON_0012644,0.5036
no:match Trullula coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5402
no:match Truncatella coelomycetous anamorph,Coelacanthiformes,http://purl.obolibrary.org/obo/NCBITaxon_7894,0.5330
no:match Tubakia dematiaceous anamorph,nephron tubule,http://purl.obolibrary.org/obo/UBERON_0001231,0.5578
no:match tuber,tuber,http://purl.obolibrary.org/obo/PO_0025522,0.7134
no:match Tubercularia anamorph,tuberculum sellae,http://purl.obolibrary.org/obo/UBERON_0035298,0.5866
no:match Tuberculina anamorph,tuberculum sellae,http://purl.obolibrary.org/obo/UBERON_0035298,0.5713
no:match turf,fairground,http://purl.obolibrary.org/obo/ENVO_01000985,0.4786
no:match tussock,turlough,http://purl.obolibrary.org/obo/ENVO_00000454,0.4900
no:match Ulocladium dematiaceous anamorph,ceratotrichium,http://purl.obolibrary.org/obo/UBERON_4400001,0.4694
no:match unspecified,obsolete unspecified,http://purl.obolibrary.org/obo/UBERON_0006336,0.4086
no:match up to 20 years old trees,forest biome,http://purl.obolibrary.org/obo/ENVO_01000174,0.5611
no:match upto 25 year old,age,http://purl.obolibrary.org/obo/PATO_0000011,0.4329
no:match uredium?,urodeum,http://purl.obolibrary.org/obo/UBERON_0012421,0.4833
no:match ustilosorus,pylorus,http://purl.obolibrary.org/obo/UBERON_0001166,0.4587
no:match ustilospore,crista contacta,http://purl.obolibrary.org/obo/UBERON_3000110,0.4266
no:match ustilospore ball,ball,http://purl.obolibrary.org/obo/UBERON_2000006,0.4358
no:match Utrechtiana dematiaceous anamorph,mesarch protoxylem,http://purl.obolibrary.org/obo/PO_0025553,0.4569
no:match valdensia anamorph,vallate papilla,http://purl.obolibrary.org/obo/UBERON_0000396,0.4518
no:match Veronaea dematiaceous anamorph,Euteleosteomorpha,http://purl.obolibrary.org/obo/NCBITaxon_1489388,0.4808
no:match Verticillium anamorph,amphithecium,http://purl.obolibrary.org/obo/PO_0030084,0.5171
no:match Verticladium dematiaceous anamorph,vanadium molecular entity,http://purl.obolibrary.org/obo/CHEBI_27275,0.4710
no:match very young,young,http://purl.obolibrary.org/obo/PATO_0000309,0.4832
no:match veteran,obsolete mate,http://purl.obolibrary.org/obo/ENVO_0010160,0.3623
no:match Virgaria dematiaceous anamorph,virga,http://purl.obolibrary.org/obo/ENVO_01000837,0.5292
no:match Virgariella dematiaceous anamorph,Viverridae,http://purl.obolibrary.org/obo/NCBITaxon_9673,0.4931
no:match Volutella  anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.4435
no:match Volutella anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.4435
no:match Vouauxiella coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5626
no:match Vouauxiomyces coelomycetous anamorph,Saccharomycetaceae,http://purl.obolibrary.org/obo/NCBITaxon_4893,0.5586
no:match water beetles,Hylobatidae,http://purl.obolibrary.org/obo/NCBITaxon_9577,0.4502
no:match Weisneriomyces dematiaceous anamorph,Saccharomycetaceae,http://purl.obolibrary.org/obo/NCBITaxon_4893,0.5500
no:match wilted,permanent wilting point,http://purl.obolibrary.org/obo/ENVO_06105303,0.4102
no:match winged,wing,http://purl.obolibrary.org/obo/UBERON_0000023,0.5325
no:match wingless,wing,http://purl.obolibrary.org/obo/UBERON_0000023,0.6009
no:match Wojnowicia coelomycetous anamorph,Euteleosteomorpha,http://purl.obolibrary.org/obo/NCBITaxon_1489388,0.4837
no:match woodash,wood ash,http://purl.obolibrary.org/obo/ENVO_02000126,0.4767
no:match wood chip,reaction wood,http://purl.obolibrary.org/obo/PO_0025472,0.5303
no:match woodchip,reaction wood,http://purl.obolibrary.org/obo/PO_0025472,0.4945
no:match wood chip mulch,treated wood,http://purl.obolibrary.org/obo/ENVO_00002135,0.4219
no:match wood-chip mulch,treated wood,http://purl.obolibrary.org/obo/ENVO_00002135,0.4348
no:match woodchip mulch,reaction wood,http://purl.obolibrary.org/obo/PO_0025472,0.4486
no:match wood chips,reaction wood,http://purl.obolibrary.org/obo/PO_0025472,0.5530
no:match wood-chips,reaction wood,http://purl.obolibrary.org/obo/PO_0025472,0.5715
no:match woodchips,reaction wood,http://purl.obolibrary.org/obo/PO_0025472,0.5242
no:match woodships,merchant vessel,http://purl.obolibrary.org/obo/ENVO_03501105,0.4098
no:match woody debris,reaction wood,http://purl.obolibrary.org/obo/PO_0025472,0.4659
no:match worked wood,reaction wood,http://purl.obolibrary.org/obo/PO_0025472,0.5037
no:match worked wood (chipboard),reaction wood,http://purl.obolibrary.org/obo/PO_0025472,0.5032
no:match worker,affinity,http://purl.obolibrary.org/obo/PATO_0002070,0.3745
no:match worm,fossil worm burrow,http://purl.obolibrary.org/obo/ENVO_01001111,0.4506
